ClipIndex,RelativePath,Label,Dataset,Seed,DecodedFrames,Resolution
633,2324.webm,,ssv2,0,32,224x224
634,128016.webm,,ssv2,0,32,224x224
635,69257.webm,,ssv2,0,32,224x224
636,94213.webm,,ssv2,0,32,224x224
637,126597.webm,,ssv2,0,32,224x224
638,124292.webm,,ssv2,0,32,224x224
639,136263.webm,,ssv2,0,32,224x224
640,169866.webm,,ssv2,0,32,224x224
641,111809.webm,,ssv2,0,32,224x224
642,114154.webm,,ssv2,0,32,224x224
643,182148.webm,,ssv2,0,32,224x224
644,208173.webm,,ssv2,0,32,224x224
645,178117.webm,,ssv2,0,32,224x224
646,151706.webm,,ssv2,0,32,224x224
647,158885.webm,,ssv2,0,32,224x224
648,82109.webm,,ssv2,0,32,224x224
649,129251.webm,,ssv2,0,32,224x224
650,64481.webm,,ssv2,0,32,224x224
651,12535.webm,,ssv2,0,32,224x224
652,43274.webm,,ssv2,0,32,224x224
653,190023.webm,,ssv2,0,32,224x224
654,140514.webm,,ssv2,0,32,224x224
655,198766.webm,,ssv2,0,32,224x224
656,111309.webm,,ssv2,0,32,224x224
657,146718.webm,,ssv2,0,32,224x224
658,28840.webm,,ssv2,0,32,224x224
659,109472.webm,,ssv2,0,32,224x224
660,83592.webm,,ssv2,0,32,224x224
661,5248.webm,,ssv2,0,32,224x224
662,27539.webm,,ssv2,0,32,224x224
663,177183.webm,,ssv2,0,32,224x224
664,55511.webm,,ssv2,0,32,224x224
665,177702.webm,,ssv2,0,32,224x224
666,26322.webm,,ssv2,0,32,224x224
667,151592.webm,,ssv2,0,32,224x224
668,60687.webm,,ssv2,0,32,224x224
669,181980.webm,,ssv2,0,32,224x224
670,213104.webm,,ssv2,0,32,224x224
671,131318.webm,,ssv2,0,32,224x224
672,2533.webm,,ssv2,0,32,224x224
673,12575.webm,,ssv2,0,32,224x224
674,195248.webm,,ssv2,0,32,224x224
675,35220.webm,,ssv2,0,32,224x224
676,13704.webm,,ssv2,0,32,224x224
677,31540.webm,,ssv2,0,32,224x224
678,29583.webm,,ssv2,0,32,224x224
679,171027.webm,,ssv2,0,32,224x224
680,202896.webm,,ssv2,0,32,224x224
681,125693.webm,,ssv2,0,32,224x224
682,11795.webm,,ssv2,0,32,224x224
683,101552.webm,,ssv2,0,32,224x224
684,7655.webm,,ssv2,0,32,224x224
685,28567.webm,,ssv2,0,32,224x224
686,58530.webm,,ssv2,0,32,224x224
687,13850.webm,,ssv2,0,32,224x224
688,19670.webm,,ssv2,0,32,224x224
689,150869.webm,,ssv2,0,32,224x224
690,170580.webm,,ssv2,0,32,224x224
691,181858.webm,,ssv2,0,32,224x224
692,204754.webm,,ssv2,0,32,224x224
693,14440.webm,,ssv2,0,32,224x224
694,84984.webm,,ssv2,0,32,224x224
695,85790.webm,,ssv2,0,32,224x224
696,112712.webm,,ssv2,0,32,224x224
697,127461.webm,,ssv2,0,32,224x224
698,46410.webm,,ssv2,0,32,224x224
699,103498.webm,,ssv2,0,32,224x224
700,169820.webm,,ssv2,0,32,224x224
701,172517.webm,,ssv2,0,32,224x224
702,205741.webm,,ssv2,0,32,224x224
703,42805.webm,,ssv2,0,32,224x224
704,121547.webm,,ssv2,0,32,224x224
705,122039.webm,,ssv2,0,32,224x224
706,44794.webm,,ssv2,0,32,224x224
707,2784.webm,,ssv2,0,32,224x224
708,179131.webm,,ssv2,0,32,224x224
709,35644.webm,,ssv2,0,32,224x224
710,184007.webm,,ssv2,0,32,224x224
711,123379.webm,,ssv2,0,32,224x224
712,108842.webm,,ssv2,0,32,224x224
713,78583.webm,,ssv2,0,32,224x224
714,87493.webm,,ssv2,0,32,224x224
715,65710.webm,,ssv2,0,32,224x224
716,131339.webm,,ssv2,0,32,224x224
717,51125.webm,,ssv2,0,32,224x224
718,69722.webm,,ssv2,0,32,224x224
719,116903.webm,,ssv2,0,32,224x224
720,70639.webm,,ssv2,0,32,224x224
721,86039.webm,,ssv2,0,32,224x224
722,121709.webm,,ssv2,0,32,224x224
723,174741.webm,,ssv2,0,32,224x224
724,163915.webm,,ssv2,0,32,224x224
725,33672.webm,,ssv2,0,32,224x224
726,124013.webm,,ssv2,0,32,224x224
727,117556.webm,,ssv2,0,32,224x224
728,84674.webm,,ssv2,0,32,224x224
729,3846.webm,,ssv2,0,32,224x224
730,122099.webm,,ssv2,0,32,224x224
731,23697.webm,,ssv2,0,32,224x224
732,57751.webm,,ssv2,0,32,224x224
733,154652.webm,,ssv2,0,32,224x224
734,37882.webm,,ssv2,0,32,224x224
735,128939.webm,,ssv2,0,32,224x224
736,220639.webm,,ssv2,0,32,224x224
737,75092.webm,,ssv2,0,32,224x224
738,142200.webm,,ssv2,0,32,224x224
739,192432.webm,,ssv2,0,32,224x224
740,207331.webm,,ssv2,0,32,224x224
741,208297.webm,,ssv2,0,32,224x224
742,203065.webm,,ssv2,0,32,224x224
743,32351.webm,,ssv2,0,32,224x224
744,1006.webm,,ssv2,0,32,224x224
745,181467.webm,,ssv2,0,32,224x224
746,27672.webm,,ssv2,0,32,224x224
747,108246.webm,,ssv2,0,32,224x224
748,207296.webm,,ssv2,0,32,224x224
749,778.webm,,ssv2,0,32,224x224
750,74408.webm,,ssv2,0,32,224x224
751,32992.webm,,ssv2,0,32,224x224
752,13219.webm,,ssv2,0,32,224x224
753,187835.webm,,ssv2,0,32,224x224
754,30162.webm,,ssv2,0,32,224x224
755,146732.webm,,ssv2,0,32,224x224
756,156427.webm,,ssv2,0,32,224x224
757,132499.webm,,ssv2,0,32,224x224
758,3172.webm,,ssv2,0,32,224x224
759,46991.webm,,ssv2,0,32,224x224
760,157451.webm,,ssv2,0,32,224x224
761,71644.webm,,ssv2,0,32,224x224
762,47879.webm,,ssv2,0,32,224x224
763,159427.webm,,ssv2,0,32,224x224
764,43950.webm,,ssv2,0,32,224x224
765,165046.webm,,ssv2,0,32,224x224
766,74931.webm,,ssv2,0,32,224x224
767,48944.webm,,ssv2,0,32,224x224
768,9172.webm,,ssv2,0,32,224x224
769,168954.webm,,ssv2,0,32,224x224
770,25249.webm,,ssv2,0,32,224x224
771,213858.webm,,ssv2,0,32,224x224
772,28318.webm,,ssv2,0,32,224x224
773,65250.webm,,ssv2,0,32,224x224
774,16813.webm,,ssv2,0,32,224x224
775,53320.webm,,ssv2,0,32,224x224
776,124975.webm,,ssv2,0,32,224x224
777,13617.webm,,ssv2,0,32,224x224
778,23517.webm,,ssv2,0,32,224x224
779,152618.webm,,ssv2,0,32,224x224
780,207574.webm,,ssv2,0,32,224x224
781,179064.webm,,ssv2,0,32,224x224
782,62735.webm,,ssv2,0,32,224x224
783,30564.webm,,ssv2,0,32,224x224
784,117888.webm,,ssv2,0,32,224x224
785,89594.webm,,ssv2,0,32,224x224
786,92909.webm,,ssv2,0,32,224x224
787,175640.webm,,ssv2,0,32,224x224
788,130837.webm,,ssv2,0,32,224x224
789,106598.webm,,ssv2,0,32,224x224
790,188434.webm,,ssv2,0,32,224x224
791,179941.webm,,ssv2,0,32,224x224
792,179394.webm,,ssv2,0,32,224x224
793,102935.webm,,ssv2,0,32,224x224
794,92391.webm,,ssv2,0,32,224x224
795,76550.webm,,ssv2,0,32,224x224
796,90311.webm,,ssv2,0,32,224x224
797,56771.webm,,ssv2,0,32,224x224
798,29739.webm,,ssv2,0,32,224x224
799,16400.webm,,ssv2,0,32,224x224
800,211039.webm,,ssv2,0,32,224x224
801,152430.webm,,ssv2,0,32,224x224
802,107139.webm,,ssv2,0,32,224x224
803,52001.webm,,ssv2,0,32,224x224
804,167419.webm,,ssv2,0,32,224x224
805,80748.webm,,ssv2,0,32,224x224
806,59929.webm,,ssv2,0,32,224x224
807,18649.webm,,ssv2,0,32,224x224
808,32629.webm,,ssv2,0,32,224x224
809,122497.webm,,ssv2,0,32,224x224
810,49667.webm,,ssv2,0,32,224x224
811,117763.webm,,ssv2,0,32,224x224
812,31338.webm,,ssv2,0,32,224x224
813,30173.webm,,ssv2,0,32,224x224
814,201373.webm,,ssv2,0,32,224x224
815,196092.webm,,ssv2,0,32,224x224
816,220385.webm,,ssv2,0,32,224x224
817,152758.webm,,ssv2,0,32,224x224
818,144753.webm,,ssv2,0,32,224x224
819,142590.webm,,ssv2,0,32,224x224
820,209276.webm,,ssv2,0,32,224x224
821,174522.webm,,ssv2,0,32,224x224
822,193791.webm,,ssv2,0,32,224x224
823,142638.webm,,ssv2,0,32,224x224
824,106711.webm,,ssv2,0,32,224x224
825,16724.webm,,ssv2,0,32,224x224
826,141784.webm,,ssv2,0,32,224x224
827,155415.webm,,ssv2,0,32,224x224
828,78730.webm,,ssv2,0,32,224x224
829,29458.webm,,ssv2,0,32,224x224
830,98603.webm,,ssv2,0,32,224x224
831,38951.webm,,ssv2,0,32,224x224
832,62163.webm,,ssv2,0,32,224x224
833,130446.webm,,ssv2,0,32,224x224
834,92639.webm,,ssv2,0,32,224x224
835,129939.webm,,ssv2,0,32,224x224
836,50619.webm,,ssv2,0,32,224x224
837,118259.webm,,ssv2,0,32,224x224
838,121735.webm,,ssv2,0,32,224x224
839,9928.webm,,ssv2,0,32,224x224
840,192986.webm,,ssv2,0,32,224x224
841,31712.webm,,ssv2,0,32,224x224
842,71182.webm,,ssv2,0,32,224x224
843,130041.webm,,ssv2,0,32,224x224
844,11687.webm,,ssv2,0,32,224x224
845,51858.webm,,ssv2,0,32,224x224
846,204398.webm,,ssv2,0,32,224x224
847,91162.webm,,ssv2,0,32,224x224
848,212982.webm,,ssv2,0,32,224x224
849,199306.webm,,ssv2,0,32,224x224
850,127658.webm,,ssv2,0,32,224x224
851,208307.webm,,ssv2,0,32,224x224
852,22740.webm,,ssv2,0,32,224x224
853,179661.webm,,ssv2,0,32,224x224
854,147322.webm,,ssv2,0,32,224x224
855,198794.webm,,ssv2,0,32,224x224
856,202591.webm,,ssv2,0,32,224x224
857,134148.webm,,ssv2,0,32,224x224
858,166344.webm,,ssv2,0,32,224x224
859,70631.webm,,ssv2,0,32,224x224
860,124967.webm,,ssv2,0,32,224x224
861,203086.webm,,ssv2,0,32,224x224
862,134524.webm,,ssv2,0,32,224x224
863,63686.webm,,ssv2,0,32,224x224
864,151140.webm,,ssv2,0,32,224x224
865,142266.webm,,ssv2,0,32,224x224
866,109278.webm,,ssv2,0,32,224x224
867,83978.webm,,ssv2,0,32,224x224
868,131583.webm,,ssv2,0,32,224x224
869,214406.webm,,ssv2,0,32,224x224
870,148122.webm,,ssv2,0,32,224x224
871,110218.webm,,ssv2,0,32,224x224
872,59662.webm,,ssv2,0,32,224x224
873,201629.webm,,ssv2,0,32,224x224
874,90889.webm,,ssv2,0,32,224x224
875,36094.webm,,ssv2,0,32,224x224
876,80109.webm,,ssv2,0,32,224x224
877,42228.webm,,ssv2,0,32,224x224
878,166004.webm,,ssv2,0,32,224x224
879,177854.webm,,ssv2,0,32,224x224
880,195315.webm,,ssv2,0,32,224x224
881,149622.webm,,ssv2,0,32,224x224
882,216489.webm,,ssv2,0,32,224x224
883,140239.webm,,ssv2,0,32,224x224
884,97562.webm,,ssv2,0,32,224x224
885,147202.webm,,ssv2,0,32,224x224
886,63693.webm,,ssv2,0,32,224x224
887,218426.webm,,ssv2,0,32,224x224
888,32563.webm,,ssv2,0,32,224x224
889,211776.webm,,ssv2,0,32,224x224
890,10288.webm,,ssv2,0,32,224x224
891,178377.webm,,ssv2,0,32,224x224
892,147286.webm,,ssv2,0,32,224x224
893,99258.webm,,ssv2,0,32,224x224
894,14279.webm,,ssv2,0,32,224x224
895,160896.webm,,ssv2,0,32,224x224
896,109420.webm,,ssv2,0,32,224x224
897,145491.webm,,ssv2,0,32,224x224
898,213646.webm,,ssv2,0,32,224x224
899,53388.webm,,ssv2,0,32,224x224
900,49283.webm,,ssv2,0,32,224x224
901,150776.webm,,ssv2,0,32,224x224
902,107088.webm,,ssv2,0,32,224x224
903,68767.webm,,ssv2,0,32,224x224
904,210684.webm,,ssv2,0,32,224x224
905,48313.webm,,ssv2,0,32,224x224
906,200312.webm,,ssv2,0,32,224x224
907,176777.webm,,ssv2,0,32,224x224
908,214731.webm,,ssv2,0,32,224x224
909,33399.webm,,ssv2,0,32,224x224
910,220614.webm,,ssv2,0,32,224x224
911,194341.webm,,ssv2,0,32,224x224
912,209702.webm,,ssv2,0,32,224x224
913,206597.webm,,ssv2,0,32,224x224
914,129580.webm,,ssv2,0,32,224x224
915,159257.webm,,ssv2,0,32,224x224
916,141073.webm,,ssv2,0,32,224x224
917,77598.webm,,ssv2,0,32,224x224
918,148506.webm,,ssv2,0,32,224x224
919,84618.webm,,ssv2,0,32,224x224
920,169306.webm,,ssv2,0,32,224x224
921,3040.webm,,ssv2,0,32,224x224
922,11781.webm,,ssv2,0,32,224x224
923,5225.webm,,ssv2,0,32,224x224
924,55106.webm,,ssv2,0,32,224x224
925,94328.webm,,ssv2,0,32,224x224
926,175051.webm,,ssv2,0,32,224x224
927,24164.webm,,ssv2,0,32,224x224
928,31455.webm,,ssv2,0,32,224x224
929,202600.webm,,ssv2,0,32,224x224
930,201242.webm,,ssv2,0,32,224x224
931,63154.webm,,ssv2,0,32,224x224
932,217276.webm,,ssv2,0,32,224x224
933,69527.webm,,ssv2,0,32,224x224
934,37704.webm,,ssv2,0,32,224x224
935,92825.webm,,ssv2,0,32,224x224
936,77208.webm,,ssv2,0,32,224x224
937,32345.webm,,ssv2,0,32,224x224
938,194240.webm,,ssv2,0,32,224x224
939,29911.webm,,ssv2,0,32,224x224
940,47264.webm,,ssv2,0,32,224x224
941,94423.webm,,ssv2,0,32,224x224
942,25958.webm,,ssv2,0,32,224x224
943,100499.webm,,ssv2,0,32,224x224
944,53345.webm,,ssv2,0,32,224x224
945,212349.webm,,ssv2,0,32,224x224
946,118091.webm,,ssv2,0,32,224x224
947,76344.webm,,ssv2,0,32,224x224
948,204619.webm,,ssv2,0,32,224x224
949,94509.webm,,ssv2,0,32,224x224
950,208718.webm,,ssv2,0,32,224x224
951,133719.webm,,ssv2,0,32,224x224
952,89079.webm,,ssv2,0,32,224x224
953,103785.webm,,ssv2,0,32,224x224
954,188567.webm,,ssv2,0,32,224x224
955,110241.webm,,ssv2,0,32,224x224
956,51233.webm,,ssv2,0,32,224x224
957,7272.webm,,ssv2,0,32,224x224
958,89725.webm,,ssv2,0,32,224x224
959,72969.webm,,ssv2,0,32,224x224
960,127304.webm,,ssv2,0,32,224x224
961,106600.webm,,ssv2,0,32,224x224
962,101394.webm,,ssv2,0,32,224x224
963,74226.webm,,ssv2,0,32,224x224
964,21502.webm,,ssv2,0,32,224x224
965,105698.webm,,ssv2,0,32,224x224
966,209319.webm,,ssv2,0,32,224x224
967,58959.webm,,ssv2,0,32,224x224
968,79026.webm,,ssv2,0,32,224x224
969,14807.webm,,ssv2,0,32,224x224
970,163305.webm,,ssv2,0,32,224x224
971,24018.webm,,ssv2,0,32,224x224
972,4725.webm,,ssv2,0,32,224x224
973,203044.webm,,ssv2,0,32,224x224
974,55300.webm,,ssv2,0,32,224x224
975,43527.webm,,ssv2,0,32,224x224
976,60738.webm,,ssv2,0,32,224x224
977,67285.webm,,ssv2,0,32,224x224
978,155575.webm,,ssv2,0,32,224x224
979,121481.webm,,ssv2,0,32,224x224
980,200835.webm,,ssv2,0,32,224x224
981,117724.webm,,ssv2,0,32,224x224
982,26279.webm,,ssv2,0,32,224x224
983,113508.webm,,ssv2,0,32,224x224
984,68421.webm,,ssv2,0,32,224x224
985,78306.webm,,ssv2,0,32,224x224
986,103575.webm,,ssv2,0,32,224x224
987,125118.webm,,ssv2,0,32,224x224
988,49872.webm,,ssv2,0,32,224x224
989,69854.webm,,ssv2,0,32,224x224
990,34137.webm,,ssv2,0,32,224x224
991,97587.webm,,ssv2,0,32,224x224
992,70103.webm,,ssv2,0,32,224x224
993,44945.webm,,ssv2,0,32,224x224
994,115405.webm,,ssv2,0,32,224x224
995,180102.webm,,ssv2,0,32,224x224
996,188907.webm,,ssv2,0,32,224x224
997,123134.webm,,ssv2,0,32,224x224
998,94943.webm,,ssv2,0,32,224x224
999,127161.webm,,ssv2,0,32,224x224
