ClipIndex,RelativePath,Label,Dataset,Seed,DecodedFrames,Resolution
340,drumming fingers/sA3dICzPvsw.mp4,drumming fingers,k400,0,32,224x224
341,waxing chest/zXuxhCTkCWU.mp4,waxing chest,k400,0,32,224x224
342,kitesurfing/_wMj2kKM4j0.mp4,kitesurfing,k400,0,32,224x224
343,barbequing/GQdxNpKauGg.mp4,barbequing,k400,0,32,224x224
344,trimming or shaving beard/rYXUwjdS6o4.mp4,trimming or shaving beard,k400,0,32,224x224
345,cooking egg/0xciMnHCZL0.mp4,cooking egg,k400,0,32,224x224
346,changing oil/nVvQl7gMCtk.mp4,changing oil,k400,0,32,224x224
347,dribbling basketball/nwPRR-31R9M.mp4,dribbling basketball,k400,0,32,224x224
348,cracking neck/221zud22V7k.mp4,cracking neck,k400,0,32,224x224
349,writing/7oXUwaSgVB0.mp4,writing,k400,0,32,224x224
350,singing/f-sVF9O_-UA.mp4,singing,k400,0,32,224x224
351,punching person (boxing)/0cO01qAfB9s.mp4,punching person (boxing),k400,0,32,224x224
352,beatboxing/FDq18iULERY.mp4,beatboxing,k400,0,32,224x224
353,beatboxing/6A1GUkCdQsM.mp4,beatboxing,k400,0,32,224x224
354,playing trumpet/kHMxeRaw9h0.mp4,playing trumpet,k400,0,32,224x224
355,hurdling/fMszObkTxKc.mp4,hurdling,k400,0,32,224x224
356,skiing (not slalom or crosscountry)/cbUiKPpyh_0.mp4,skiing (not slalom or crosscountry),k400,0,32,224x224
357,kitesurfing/9WHjE1U4zuc.mp4,kitesurfing,k400,0,32,224x224
358,javelin throw/PmWF-HawRw0.mp4,javelin throw,k400,0,32,224x224
359,balloon blowing/g473Uj-y_aI.mp4,balloon blowing,k400,0,32,224x224
360,arranging flowers/vSV67EvZEBs.mp4,arranging flowers,k400,0,32,224x224
361,drinking/f0MNaVl9zZw.mp4,drinking,k400,0,32,224x224
362,washing feet/a0Q9sVSLaZw.mp4,washing feet,k400,0,32,224x224
363,pumping fist/_YRc74XW_PY.mp4,pumping fist,k400,0,32,224x224
364,washing dishes/m5ZcpDHZWd0.mp4,washing dishes,k400,0,32,224x224
365,playing kickball/M950O9AaJA4.mp4,playing kickball,k400,0,32,224x224
366,laughing/Z3xd8bXlzeU.mp4,laughing,k400,0,32,224x224
367,balloon blowing/9-eWJ7CLvUI.mp4,balloon blowing,k400,0,32,224x224
368,celebrating/WqkTvr8DhxQ.mp4,celebrating,k400,0,32,224x224
369,snowkiting/heDftfeJ0Ek.mp4,snowkiting,k400,0,32,224x224
370,brushing hair/6P-7DD452a4.mp4,brushing hair,k400,0,32,224x224
371,playing bass guitar/zzyTugOJAPc.mp4,playing bass guitar,k400,0,32,224x224
372,playing paintball/ytrQs4tSR8c.mp4,playing paintball,k400,0,32,224x224
373,eating ice cream/-chFCJcgA4k.mp4,eating ice cream,k400,0,32,224x224
374,roller skating/YVEFIon-1_k.mp4,roller skating,k400,0,32,224x224
375,archery/YNX_RgFNqH0.mp4,archery,k400,0,32,224x224
376,flipping pancake/DwughryDfBo.mp4,flipping pancake,k400,0,32,224x224
377,opening bottle/NlzF4bGAlco.mp4,opening bottle,k400,0,32,224x224
378,playing harp/Ir_LZY5AEp8.mp4,playing harp,k400,0,32,224x224
379,celebrating/vFD4s1iskc0.mp4,celebrating,k400,0,32,224x224
380,cutting watermelon/C_E5poOYgfw.mp4,cutting watermelon,k400,0,32,224x224
381,dribbling basketball/38vqd5APY-c.mp4,dribbling basketball,k400,0,32,224x224
382,cleaning toilet/kpsMUrX39LA.mp4,cleaning toilet,k400,0,32,224x224
383,tango dancing/3p15Yp_5NHo.mp4,tango dancing,k400,0,32,224x224
384,riding camel/PTFZyZnYnEU.mp4,riding camel,k400,0,32,224x224
385,playing recorder/Lqul2FpG1Z4.mp4,playing recorder,k400,0,32,224x224
386,trapezing/vsEdG8LeeMk.mp4,trapezing,k400,0,32,224x224
387,waxing legs/TyfDtN6cle8.mp4,waxing legs,k400,0,32,224x224
388,smoking/z7ADwl0GSrk.mp4,smoking,k400,0,32,224x224
389,headbutting/R-SsA5v-eq0.mp4,headbutting,k400,0,32,224x224
390,triple jump/uAmYDJmZOB0.mp4,triple jump,k400,0,32,224x224
391,blowing glass/V5HdrJcPmNs.mp4,blowing glass,k400,0,32,224x224
392,gargling/slt_hsULGSs.mp4,gargling,k400,0,32,224x224
393,throwing ball/i2jIzuhaRDM.mp4,throwing ball,k400,0,32,224x224
394,washing hands/NJd31YWEaCw.mp4,washing hands,k400,0,32,224x224
395,skydiving/is2ycOS2Qfg.mp4,skydiving,k400,0,32,224x224
396,playing didgeridoo/2mjD0RqgXKU.mp4,playing didgeridoo,k400,0,32,224x224
397,playing didgeridoo/Kgtl64sOR5E.mp4,playing didgeridoo,k400,0,32,224x224
398,petting cat/L8IuxL6lBEg.mp4,petting cat,k400,0,32,224x224
399,mowing lawn/9LHA5eSAo80.mp4,mowing lawn,k400,0,32,224x224
400,playing poker/GsHJ2EmnIt4.mp4,playing poker,k400,0,32,224x224
401,jumpstyle dancing/QmgTWdRn8Kk.mp4,jumpstyle dancing,k400,0,32,224x224
402,cutting watermelon/U7j5SPovOvg.mp4,cutting watermelon,k400,0,32,224x224
403,making sushi/0iG-4WNfNNc.mp4,making sushi,k400,0,32,224x224
404,singing/mlytTkMdosw.mp4,singing,k400,0,32,224x224
405,jumpstyle dancing/oeUaJXI282I.mp4,jumpstyle dancing,k400,0,32,224x224
406,water skiing/cgwWyprRb1c.mp4,water skiing,k400,0,32,224x224
407,feeding goats/zqNq4D8uWCI.mp4,feeding goats,k400,0,32,224x224
408,flipping pancake/c5EUULFQTtM.mp4,flipping pancake,k400,0,32,224x224
409,reading book/UA9S-MI2yN8.mp4,reading book,k400,0,32,224x224
410,singing/C0yamxWNx0Q.mp4,singing,k400,0,32,224x224
411,playing trumpet/mPdRhwBxyCY.mp4,playing trumpet,k400,0,32,224x224
412,egg hunting/m-VMI4iGXy4.mp4,egg hunting,k400,0,32,224x224
413,cooking chicken/kYmeb-vu2rI.mp4,cooking chicken,k400,0,32,224x224
414,kicking soccer ball/OMZY77l8S0Q.mp4,kicking soccer ball,k400,0,32,224x224
415,stretching arm/8brx9AGy9EA.mp4,stretching arm,k400,0,32,224x224
416,mopping floor/r-nPLO3vHfU.mp4,mopping floor,k400,0,32,224x224
417,kitesurfing/52_xm6M8MZw.mp4,kitesurfing,k400,0,32,224x224
418,playing trumpet/puBiO-kEji8.mp4,playing trumpet,k400,0,32,224x224
419,dancing gangnam style/shLyaFjQrj8.mp4,dancing gangnam style,k400,0,32,224x224
420,salsa dancing/KsDEyYe_1Lo.mp4,salsa dancing,k400,0,32,224x224
421,cleaning toilet/aX01rWlmYJE.mp4,cleaning toilet,k400,0,32,224x224
422,pole vault/yjQPe0E3fOA.mp4,pole vault,k400,0,32,224x224
423,folding napkins/__d67949Ag8.mp4,folding napkins,k400,0,32,224x224
424,playing guitar/IjHG73xnORg.mp4,playing guitar,k400,0,32,224x224
425,trimming trees/KwcVj79FDkM.mp4,trimming trees,k400,0,32,224x224
426,triple jump/8egFPqBorac.mp4,triple jump,k400,0,32,224x224
427,playing monopoly/JkPobpM9jZw.mp4,playing monopoly,k400,0,32,224x224
428,ice climbing/FcdxugSE6Po.mp4,ice climbing,k400,0,32,224x224
429,ski jumping/ULGVsCMxAxE.mp4,ski jumping,k400,0,32,224x224
430,reading book/DYI5zLfweQo.mp4,reading book,k400,0,32,224x224
431,biking through snow/noxwfYxM9U0.mp4,biking through snow,k400,0,32,224x224
432,smoking hookah/JDHcYNWtO5k.mp4,smoking hookah,k400,0,32,224x224
433,arm wrestling/8EQS03dXIh0.mp4,arm wrestling,k400,0,32,224x224
434,cleaning pool/XROfW4F23Ew.mp4,cleaning pool,k400,0,32,224x224
435,tai chi/jouJTig82eA.mp4,tai chi,k400,0,32,224x224
436,pumping gas/oQSVf4rbbeg.mp4,pumping gas,k400,0,32,224x224
437,auctioning/a-1VxopxYks.mp4,auctioning,k400,0,32,224x224
438,faceplanting/OJo2--4-0KI.mp4,faceplanting,k400,0,32,224x224
439,salsa dancing/70NgUhNF0P4.mp4,salsa dancing,k400,0,32,224x224
440,crying/i5I5QLrlMmE.mp4,crying,k400,0,32,224x224
441,ice skating/Hb0P1KbzzLQ.mp4,ice skating,k400,0,32,224x224
442,tobogganing/NaB542o0wNc.mp4,tobogganing,k400,0,32,224x224
443,scrambling eggs/NuuMTA3W004.mp4,scrambling eggs,k400,0,32,224x224
444,playing guitar/bmWvBhkhoPg.mp4,playing guitar,k400,0,32,224x224
445,blowing glass/qJjzQ2b-8jE.mp4,blowing glass,k400,0,32,224x224
446,tapping guitar/m8EPKEQTc1Y.mp4,tapping guitar,k400,0,32,224x224
447,crawling baby/QSpVXQxzi5w.mp4,crawling baby,k400,0,32,224x224
448,scuba diving/BUHcAV4YohE.mp4,scuba diving,k400,0,32,224x224
449,skipping rope/-0WBheGENmk.mp4,skipping rope,k400,0,32,224x224
450,shoveling snow/6etrrFzuPuY.mp4,shoveling snow,k400,0,32,224x224
451,throwing ball/YIiPLFhM_uE.mp4,throwing ball,k400,0,32,224x224
452,crawling baby/eQEfAnTL_Rk.mp4,crawling baby,k400,0,32,224x224
453,gymnastics tumbling/8hS_vJ9bPXs.mp4,gymnastics tumbling,k400,0,32,224x224
454,passing American football (in game)/CajPMTN4s0E.mp4,passing American football (in game),k400,0,32,224x224
455,breakdancing/sanyFXJCxWI.mp4,breakdancing,k400,0,32,224x224
456,riding or walking with horse/68vL3IsnDoc.mp4,riding or walking with horse,k400,0,32,224x224
457,playing saxophone/-bdoDGMmaAw.mp4,playing saxophone,k400,0,32,224x224
458,crossing river/nTFkutS5mmI.mp4,crossing river,k400,0,32,224x224
459,pushing cart/rdYw71vHxpw.mp4,pushing cart,k400,0,32,224x224
460,high kick/ohFkfC9Pkuw.mp4,high kick,k400,0,32,224x224
461,driving tractor/3yfppu7DNW0.mp4,driving tractor,k400,0,32,224x224
462,pumping gas/hLsiUrbYLg4.mp4,pumping gas,k400,0,32,224x224
463,dancing gangnam style/f7E98ii83tM.mp4,dancing gangnam style,k400,0,32,224x224
464,canoeing or kayaking/MGRBCoWt2PI.mp4,canoeing or kayaking,k400,0,32,224x224
465,walking the dog/IuB-sexZWpM.mp4,walking the dog,k400,0,32,224x224
466,playing trumpet/1hQMO7nzd_Y.mp4,playing trumpet,k400,0,32,224x224
467,surfing water/Gv9SM5UaFYI.mp4,surfing water,k400,0,32,224x224
468,bowling/2KIKwGatrww.mp4,bowling,k400,0,32,224x224
469,surfing crowd/ZA_tjHemUK0.mp4,surfing crowd,k400,0,32,224x224
470,vault/7iaSzJxUKAc.mp4,vault,k400,0,32,224x224
471,jumping into pool/ZO-xBh3WkRQ.mp4,jumping into pool,k400,0,32,224x224
472,playing cello/l9neqDIBwKo.mp4,playing cello,k400,0,32,224x224
473,egg hunting/AqnIKZwlPmw.mp4,egg hunting,k400,0,32,224x224
474,blowing out candles/6AWh1i6cqJY.mp4,blowing out candles,k400,0,32,224x224
475,playing tennis/MPSYgxhG2hI.mp4,playing tennis,k400,0,32,224x224
476,blowing nose/btrDEXbW3n8.mp4,blowing nose,k400,0,32,224x224
477,presenting weather forecast/SlzEblqYh14.mp4,presenting weather forecast,k400,0,32,224x224
478,playing basketball/1VKAS6g5EW0.mp4,playing basketball,k400,0,32,224x224
479,shuffling cards/787iDRk38AM.mp4,shuffling cards,k400,0,32,224x224
480,slacklining/Nq7mWrIWc-w.mp4,slacklining,k400,0,32,224x224
481,passing American football (not in game)/sfwUroiZyOo.mp4,passing American football (not in game),k400,0,32,224x224
482,playing basketball/ARI30DM2Qxk.mp4,playing basketball,k400,0,32,224x224
483,baking cookies/ysacoaKDCMA.mp4,baking cookies,k400,0,32,224x224
484,sled dog racing/7IvOUvN4saA.mp4,sled dog racing,k400,0,32,224x224
485,playing basketball/ZPuw9XbX8o8.mp4,playing basketball,k400,0,32,224x224
486,playing harp/jY5xBUa26HQ.mp4,playing harp,k400,0,32,224x224
487,somersaulting/14xIK73Gz0g.mp4,somersaulting,k400,0,32,224x224
488,bungee jumping/bj5VNiMv1uQ.mp4,bungee jumping,k400,0,32,224x224
489,spraying/gOl_q3SsXpo.mp4,spraying,k400,0,32,224x224
490,petting cat/8qzkPKxLU4s.mp4,petting cat,k400,0,32,224x224
491,cheerleading/n6UEAAWubgA.mp4,cheerleading,k400,0,32,224x224
492,hitting baseball/_MWqIXidkAE.mp4,hitting baseball,k400,0,32,224x224
493,shining shoes/OfD-f36paxM.mp4,shining shoes,k400,0,32,224x224
494,swinging legs/lJjp9gGE-O0.mp4,swinging legs,k400,0,32,224x224
495,golf putting/uZZtblfFjC8.mp4,golf putting,k400,0,32,224x224
496,using computer/LrDCJ7r-anc.mp4,using computer,k400,0,32,224x224
497,news anchoring/3Dm9M_F1f0w.mp4,news anchoring,k400,0,32,224x224
498,knitting/aFi0nhA1uHU.mp4,knitting,k400,0,32,224x224
499,opening present/LzcNKoDLhP8.mp4,opening present,k400,0,32,224x224
500,cheerleading/MZIvyGAhI0M.mp4,cheerleading,k400,0,32,224x224
501,canoeing or kayaking/hyfl_SU-Dmk.mp4,canoeing or kayaking,k400,0,32,224x224
502,sticking tongue out/u8IzdU9M5Q4.mp4,sticking tongue out,k400,0,32,224x224
503,walking the dog/ghBgTKf9Xb0.mp4,walking the dog,k400,0,32,224x224
504,kissing/rIewS2RaZCc.mp4,kissing,k400,0,32,224x224
505,playing cymbals/_8LUlTes_X4.mp4,playing cymbals,k400,0,32,224x224
506,breakdancing/FeTme_4pL9g.mp4,breakdancing,k400,0,32,224x224
507,jumping into pool/7yG3qqI9YEA.mp4,jumping into pool,k400,0,32,224x224
508,high kick/rmtGGCCPAD8.mp4,high kick,k400,0,32,224x224
509,eating watermelon/8GDK5QAQo9k.mp4,eating watermelon,k400,0,32,224x224
510,playing poker/V5v0e4N__t8.mp4,playing poker,k400,0,32,224x224
511,wrapping present/TkAhZkxIRf0.mp4,wrapping present,k400,0,32,224x224
512,planting trees/-Fax95mvLZc.mp4,planting trees,k400,0,32,224x224
513,shaking hands/_InogHFjmNA.mp4,shaking hands,k400,0,32,224x224
514,triple jump/p77EXI-aGck.mp4,triple jump,k400,0,32,224x224
515,brushing hair/2Yl-og5VAI0.mp4,brushing hair,k400,0,32,224x224
516,reading book/rq9XkcRLZeM.mp4,reading book,k400,0,32,224x224
517,bungee jumping/ExsyckAA1_o.mp4,bungee jumping,k400,0,32,224x224
518,doing nails/KCmQgAnAXTg.mp4,doing nails,k400,0,32,224x224
519,scuba diving/ztmZjv-QXcQ.mp4,scuba diving,k400,0,32,224x224
520,kicking field goal/3PHvkN4CxBI.mp4,kicking field goal,k400,0,32,224x224
521,hurdling/EcQuCO8R35E.mp4,hurdling,k400,0,32,224x224
522,contact juggling/zf9y55kyKf8.mp4,contact juggling,k400,0,32,224x224
523,sled dog racing/yJRi1OsWyms.mp4,sled dog racing,k400,0,32,224x224
524,eating spaghetti/LvOWc19L_UQ.mp4,eating spaghetti,k400,0,32,224x224
525,spinning poi/9lQITzduKXY.mp4,spinning poi,k400,0,32,224x224
526,snowmobiling/MA161sZ7CcI.mp4,snowmobiling,k400,0,32,224x224
527,massaging back/mwnoVPgcnX8.mp4,massaging back,k400,0,32,224x224
528,playing piano/LmTMTC62-Xc.mp4,playing piano,k400,0,32,224x224
529,motorcycling/N7xIB_JZrU8.mp4,motorcycling,k400,0,32,224x224
530,washing dishes/mvEls-mQN10.mp4,washing dishes,k400,0,32,224x224
531,swimming butterfly stroke/Xqp9ziJ3Owg.mp4,swimming butterfly stroke,k400,0,32,224x224
532,zumba/RbJsDvUuLEY.mp4,zumba,k400,0,32,224x224
533,stomping grapes/8B-mN4BdTGs.mp4,stomping grapes,k400,0,32,224x224
534,folding napkins/AeUfG9XDsA8.mp4,folding napkins,k400,0,32,224x224
535,baby waking up/biyy3pZX1ls.mp4,baby waking up,k400,0,32,224x224
536,brushing teeth/WA-ozhnu0-s.mp4,brushing teeth,k400,0,32,224x224
537,snowboarding/oqzli9i2dGw.mp4,snowboarding,k400,0,32,224x224
538,hopscotch/W6y4LIkH35s.mp4,hopscotch,k400,0,32,224x224
539,shoveling snow/ymLLzMVY6V4.mp4,shoveling snow,k400,0,32,224x224
540,playing organ/nX6dn_RlBXw.mp4,playing organ,k400,0,32,224x224
541,yoga/6hV0sF52cWQ.mp4,yoga,k400,0,32,224x224
542,tying tie/Srkd3IM_VBM.mp4,tying tie,k400,0,32,224x224
543,driving car/gS_mF1sitvM.mp4,driving car,k400,0,32,224x224
544,ice climbing/aMTWtIiwj5c.mp4,ice climbing,k400,0,32,224x224
545,deadlifting/yxTa-_pfMPc.mp4,deadlifting,k400,0,32,224x224
546,riding scooter/QECpAiUkk7c.mp4,riding scooter,k400,0,32,224x224
547,robot dancing/O5nxSH30x2o.mp4,robot dancing,k400,0,32,224x224
548,motorcycling/klHAXPepTHI.mp4,motorcycling,k400,0,32,224x224
549,shearing sheep/EibL6c_tvfk.mp4,shearing sheep,k400,0,32,224x224
550,peeling potatoes/T_Uq2iEfL30.mp4,peeling potatoes,k400,0,32,224x224
551,marching/IbCsmBj8xi0.mp4,marching,k400,0,32,224x224
552,catching or throwing softball/rHpJWIrt6_4.mp4,catching or throwing softball,k400,0,32,224x224
553,robot dancing/07bAsAux0y0.mp4,robot dancing,k400,0,32,224x224
554,making pizza/dWf4orQI9Ok.mp4,making pizza,k400,0,32,224x224
555,riding mechanical bull/I91dKEW4wDo.mp4,riding mechanical bull,k400,0,32,224x224
556,throwing discus/i3CLToEzCLs.mp4,throwing discus,k400,0,32,224x224
557,side kick/FIFbZl0B3i8.mp4,side kick,k400,0,32,224x224
558,catching or throwing softball/yAVPtceAg7k.mp4,catching or throwing softball,k400,0,32,224x224
559,ice climbing/_0sIww3bxl4.mp4,ice climbing,k400,0,32,224x224
560,dancing macarena/gbecENhzmS8.mp4,dancing macarena,k400,0,32,224x224
561,waxing eyebrows/AnVY2blDH8U.mp4,waxing eyebrows,k400,0,32,224x224
562,somersaulting/Ci3S5v-Gdow.mp4,somersaulting,k400,0,32,224x224
563,exercising arm/ROQ5verdu5Y.mp4,exercising arm,k400,0,32,224x224
564,mopping floor/oexoQ18Nlms.mp4,mopping floor,k400,0,32,224x224
565,celebrating/Kud7zr8I5H4.mp4,celebrating,k400,0,32,224x224
566,cooking sausages/U_FtX1uRtC8.mp4,cooking sausages,k400,0,32,224x224
567,bending metal/wteXaswJVes.mp4,bending metal,k400,0,32,224x224
568,snowkiting/a-Fet3en9EM.mp4,snowkiting,k400,0,32,224x224
569,playing piano/cxXg45UofZY.mp4,playing piano,k400,0,32,224x224
570,kicking soccer ball/vL148hfrRpM.mp4,kicking soccer ball,k400,0,32,224x224
571,grooming dog/eVr73UaTVNg.mp4,grooming dog,k400,0,32,224x224
572,doing nails/cy0w3vtibYU.mp4,doing nails,k400,0,32,224x224
573,tap dancing/zBVTEdlKHF0.mp4,tap dancing,k400,0,32,224x224
574,weaving basket/DGkngWQyJdo.mp4,weaving basket,k400,0,32,224x224
575,cooking on campfire/6Nn32vYxP1o.mp4,cooking on campfire,k400,0,32,224x224
576,decorating the christmas tree/wGzkaGakhuE.mp4,decorating the christmas tree,k400,0,32,224x224
577,cleaning pool/RITNnE-aUTw.mp4,cleaning pool,k400,0,32,224x224
578,barbequing/cJaHXPAWPp0.mp4,barbequing,k400,0,32,224x224
579,baking cookies/WJipgy0vUWE.mp4,baking cookies,k400,0,32,224x224
580,rock climbing/PvhDWeowDRg.mp4,rock climbing,k400,0,32,224x224
581,snowboarding/ynrMwxeYA6Q.mp4,snowboarding,k400,0,32,224x224
582,pull ups/IAPpoKe0JlQ.mp4,pull ups,k400,0,32,224x224
583,triple jump/grwgrNb_xTI.mp4,triple jump,k400,0,32,224x224
584,singing/BBcTHQsMv10.mp4,singing,k400,0,32,224x224
585,pumping fist/77ppHuyuB4A.mp4,pumping fist,k400,0,32,224x224
586,pushing car/j7vlA6GIKSE.mp4,pushing car,k400,0,32,224x224
587,skiing (not slalom or crosscountry)/Bqgn06PQ2gU.mp4,skiing (not slalom or crosscountry),k400,0,32,224x224
588,washing dishes/OTEXXonH7-0.mp4,washing dishes,k400,0,32,224x224
589,playing tennis/AIpbFuFKKyI.mp4,playing tennis,k400,0,32,224x224
590,hitting baseball/Rot2hAoedyU.mp4,hitting baseball,k400,0,32,224x224
591,trimming or shaving beard/wbufSvW8Ceo.mp4,trimming or shaving beard,k400,0,32,224x224
592,dodgeball/Rftp1B7TA_I.mp4,dodgeball,k400,0,32,224x224
593,tossing salad/WjboLH6PtI8.mp4,tossing salad,k400,0,32,224x224
594,brush painting/n_gkLrDw-EM.mp4,brush painting,k400,0,32,224x224
595,planting trees/fvo4FJobqG0.mp4,planting trees,k400,0,32,224x224
596,climbing ladder/pzqQA2daHB4.mp4,climbing ladder,k400,0,32,224x224
597,snowkiting/WMMxMJlyHjc.mp4,snowkiting,k400,0,32,224x224
598,peeling apples/gQEANbsBKnc.mp4,peeling apples,k400,0,32,224x224
599,throwing ball/RvMPDIQFR6A.mp4,throwing ball,k400,0,32,224x224
600,diving cliff/B1MZktmagHY.mp4,diving cliff,k400,0,32,224x224
601,singing/F6jEftx8oG4.mp4,singing,k400,0,32,224x224
602,plastering/qoL_IM6gWCM.mp4,plastering,k400,0,32,224x224
603,biking through snow/Ufcn0ykQ_Zo.mp4,biking through snow,k400,0,32,224x224
604,recording music/Q-SlpOPALbE.mp4,recording music,k400,0,32,224x224
605,bending back/GFdaInwB5K0.mp4,bending back,k400,0,32,224x224
606,moving furniture/aU1_Z21lsvo.mp4,moving furniture,k400,0,32,224x224
607,playing squash or racquetball/sbXme8Uw6mw.mp4,playing squash or racquetball,k400,0,32,224x224
608,throwing axe/XTH2AAbN1zs.mp4,throwing axe,k400,0,32,224x224
609,scuba diving/2Znoa9d_mE8.mp4,scuba diving,k400,0,32,224x224
610,riding mechanical bull/fs25Rf2ayiY.mp4,riding mechanical bull,k400,0,32,224x224
611,playing squash or racquetball/UaKtSHe-njc.mp4,playing squash or racquetball,k400,0,32,224x224
612,hugging/wjo4rWQYywo.mp4,hugging,k400,0,32,224x224
613,waxing legs/0iUcN9h7Kd8.mp4,waxing legs,k400,0,32,224x224
614,throwing axe/Xnyj-kePjJE.mp4,throwing axe,k400,0,32,224x224
615,blowing out candles/nYf-sI7riSQ.mp4,blowing out candles,k400,0,32,224x224
616,playing drums/dLU3LTGI5dc.mp4,playing drums,k400,0,32,224x224
617,blowing glass/UNiiEuISS3A.mp4,blowing glass,k400,0,32,224x224
618,snatch weight lifting/hDmUGfe_Fdg.mp4,snatch weight lifting,k400,0,32,224x224
619,ice fishing/35TXceM7rnE.mp4,ice fishing,k400,0,32,224x224
620,folding paper/hY3XuXa0YuE.mp4,folding paper,k400,0,32,224x224
621,extinguishing fire/uT2ydm_2DMk.mp4,extinguishing fire,k400,0,32,224x224
622,sled dog racing/bX7S3HqdlAI.mp4,sled dog racing,k400,0,32,224x224
623,cleaning floor/E0mRc2HH2Gc.mp4,cleaning floor,k400,0,32,224x224
624,cleaning windows/GSPIMSsNFKQ.mp4,cleaning windows,k400,0,32,224x224
625,dancing ballet/kTDGW0aw4to.mp4,dancing ballet,k400,0,32,224x224
626,sailing/Vq6lfE-woHw.mp4,sailing,k400,0,32,224x224
627,tap dancing/o6fseiCsRA4.mp4,tap dancing,k400,0,32,224x224
628,holding snake/Z8FTNkrSMs4.mp4,holding snake,k400,0,32,224x224
629,playing bagpipes/hZ-RCg-ilHA.mp4,playing bagpipes,k400,0,32,224x224
630,eating chips/9LpcUeELpKc.mp4,eating chips,k400,0,32,224x224
631,surfing water/r5NoIIoe-SY.mp4,surfing water,k400,0,32,224x224
632,bowling/pPrdvU-Qhzk.mp4,bowling,k400,0,32,224x224
633,tying tie/ju-D90m4UbQ.mp4,tying tie,k400,0,32,224x224
634,making jewelry/tY5n5iCCmGQ.mp4,making jewelry,k400,0,32,224x224
635,ice climbing/vj_ipRxe_2U.mp4,ice climbing,k400,0,32,224x224
636,arm wrestling/x1oEXze9mn8.mp4,arm wrestling,k400,0,32,224x224
637,catching or throwing softball/8-eNVyTeBJ4.mp4,catching or throwing softball,k400,0,32,224x224
638,shoveling snow/BA0zA7LcV2k.mp4,shoveling snow,k400,0,32,224x224
639,biking through snow/2ylr0tPgNCo.mp4,biking through snow,k400,0,32,224x224
640,spray painting/tzFdS79qVt4.mp4,spray painting,k400,0,32,224x224
641,reading book/qyG948yHIy4.mp4,reading book,k400,0,32,224x224
642,dunking basketball/UsaHQ1po0ME.mp4,dunking basketball,k400,0,32,224x224
643,cooking chicken/onXWwmUiec8.mp4,cooking chicken,k400,0,32,224x224
644,playing guitar/BElVF3hLmv0.mp4,playing guitar,k400,0,32,224x224
645,blasting sand/IZmyKm36-pE.mp4,blasting sand,k400,0,32,224x224
646,celebrating/edDwIyfCQ7s.mp4,celebrating,k400,0,32,224x224
647,crawling baby/Lggpk8yjGmw.mp4,crawling baby,k400,0,32,224x224
648,playing cards/zPIeK4MhMOw.mp4,playing cards,k400,0,32,224x224
649,ice fishing/Wh1RfHb50Y0.mp4,ice fishing,k400,0,32,224x224
650,springboard diving/gc0UXe-h7U8.mp4,springboard diving,k400,0,32,224x224
651,climbing ladder/HiupY3qb7jI.mp4,climbing ladder,k400,0,32,224x224
652,robot dancing/MUe9eAHt9F4.mp4,robot dancing,k400,0,32,224x224
653,trimming trees/VDw6rPgG0jg.mp4,trimming trees,k400,0,32,224x224
654,tango dancing/MFdNLZUmxOA.mp4,tango dancing,k400,0,32,224x224
655,tap dancing/EhhMcgjLHGk.mp4,tap dancing,k400,0,32,224x224
656,drop kicking/rI7Ahm8oiqI.mp4,drop kicking,k400,0,32,224x224
657,sniffing/8aVhjVPPMZQ.mp4,sniffing,k400,0,32,224x224
658,news anchoring/K6TTpn3t6ag.mp4,news anchoring,k400,0,32,224x224
659,watering plants/YrE6Tit3w4U.mp4,watering plants,k400,0,32,224x224
660,riding mountain bike/b0mbsN3_jZE.mp4,riding mountain bike,k400,0,32,224x224
661,sweeping floor/9vjr6rPXCjo.mp4,sweeping floor,k400,0,32,224x224
662,dancing ballet/4KlbVeYMuho.mp4,dancing ballet,k400,0,32,224x224
663,passing American football (in game)/1bL0Cw_A4j8.mp4,passing American football (in game),k400,0,32,224x224
664,snowboarding/W7UsTz2hXf4.mp4,snowboarding,k400,0,32,224x224
665,busking/g7g4jPso9WE.mp4,busking,k400,0,32,224x224
666,playing paintball/L6RBUTBA8Vk.mp4,playing paintball,k400,0,32,224x224
667,spinning poi/IK6RGwkK6TY.mp4,spinning poi,k400,0,32,224x224
668,spinning poi/uqo-wghs6K4.mp4,spinning poi,k400,0,32,224x224
669,tai chi/d63E_ZqwLxo.mp4,tai chi,k400,0,32,224x224
670,playing drums/iwGG5PNp5wo.mp4,playing drums,k400,0,32,224x224
671,golf driving/_y0_14aQ3z8.mp4,golf driving,k400,0,32,224x224
672,spinning poi/3pKKOeehrh0.mp4,spinning poi,k400,0,32,224x224
673,headbanging/8HKe8vFh14c.mp4,headbanging,k400,0,32,224x224
674,playing basketball/GI_713QiWrg.mp4,playing basketball,k400,0,32,224x224
675,headbanging/MdfI8s1VwuU.mp4,headbanging,k400,0,32,224x224
676,snowkiting/c-vfA7iM5p8.mp4,snowkiting,k400,0,32,224x224
677,dribbling basketball/ZgNsXXccETU.mp4,dribbling basketball,k400,0,32,224x224
678,tapping pen/lUlktw-U5Pw.mp4,tapping pen,k400,0,32,224x224
679,wrestling/YsLXQ-pmv1c.mp4,wrestling,k400,0,32,224x224
680,balloon blowing/6kudhkMycH0.mp4,balloon blowing,k400,0,32,224x224
